Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","27","Rice, paddy","1967","1967","tonnes","56651","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","27","Rice, paddy","1968","1968","tonnes","73560","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","27","Rice, paddy","1969","1969","tonnes","83375","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","27","Rice, paddy","1970","1970","tonnes","72530","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","27","Rice, paddy","1971","1971","tonnes","85335","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","27","Rice, paddy","1972","1972","tonnes","85200","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","27","Rice, paddy","1973","1973","tonnes","77800","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","27","Rice, paddy","1974","1974","tonnes","85200","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","27","Rice, paddy","1975","1975","tonnes","126560","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","27","Rice, paddy","1976","1976","tonnes","113045","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","27","Rice, paddy","1977","1977","tonnes","121335","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","27","Rice, paddy","1978","1978","tonnes","89315","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","27","Rice, paddy","1979","1979","tonnes","76125","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","27","Rice, paddy","1980","1980","tonnes","95225","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","27","Rice, paddy","1981","1981","tonnes","101225","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","27","Rice, paddy","1982","1982","tonnes","86660","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","27","Rice, paddy","1983","1983","tonnes","61725","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","27","Rice, paddy","1984","1984","tonnes","163863","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","27","Rice, paddy","1985","1985","tonnes","173156","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","27","Rice, paddy","1986","1986","tonnes","136760","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","27","Rice, paddy","1987","1987","tonnes","164230","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","27","Rice, paddy","1988","1988","tonnes","171485","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","27","Rice, paddy","1989","1989","tonnes","226852","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","27","Rice, paddy","1990","1990","tonnes","211263","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","27","Rice, paddy","1991","1991","tonnes","240770","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","27","Rice, paddy","1992","1992","tonnes","229292","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","27","Rice, paddy","1993","1993","tonnes","222594","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","27","Rice, paddy","1994","1994","tonnes","247333","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","27","Rice, paddy","1995","1995","tonnes","264612","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","27","Rice, paddy","1996","1996","tonnes","343520","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","27","Rice, paddy","1997","1997","tonnes","255586","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","27","Rice, paddy","1998","1998","tonnes","296253","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","27","Rice, paddy","1999","1999","tonnes","256789","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","27","Rice, paddy","2000","2000","tonnes","299083","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","27","Rice, paddy","2001","2001","tonnes","332437","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","27","Rice, paddy","2002","2002","tonnes","259452","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","27","Rice, paddy","2003","2003","tonnes","423278","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","27","Rice, paddy","2004","2004","tonnes","331336","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","27","Rice, paddy","2005","2005","tonnes","479246","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","27","Rice, paddy","2006","2006","tonnes","446462","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","27","Rice, paddy","2007","2007","tonnes","352104","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","27","Rice, paddy","2008","2008","tonnes","337800","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","27","Rice, paddy","2009","2009","tonnes","410994","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","27","Rice, paddy","2010","2010","tonnes","442017","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","27","Rice, paddy","2011","2011","tonnes","428007","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","27","Rice, paddy","2012","2012","tonnes","474664","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","27","Rice, paddy","2013","2013","tonnes","442912","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","27","Rice, paddy","2014","2014","tonnes","484057","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","27","Rice, paddy","2015","2015","tonnes","527341","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","27","Rice, paddy","2016","2016","tonnes","406954","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","27","Rice, paddy","2017","2017","tonnes","478578","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","27","Rice, paddy","2018","2018","tonnes","541157","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","27","Rice, paddy","2019","2019","tonnes","600044","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","236","Soybeans","1967","1967","ha","313","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","236","Soybeans","1968","1968","ha","430","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","236","Soybeans","1969","1969","ha","800","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","236","Soybeans","1970","1970","ha","1000","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","236","Soybeans","1971","1971","ha","800","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","236","Soybeans","1972","1972","ha","800","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","236","Soybeans","1973","1973","ha","2000","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","236","Soybeans","1974","1974","ha","5800","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","236","Soybeans","1975","1975","ha","9450","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","236","Soybeans","1976","1976","ha","12100","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","236","Soybeans","1977","1977","ha","7580","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","236","Soybeans","1978","1978","ha","19430","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","236","Soybeans","1979","1979","ha","28390","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","236","Soybeans","1980","1980","ha","37580","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","236","Soybeans","1981","1981","ha","34830","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","236","Soybeans","1982","1982","ha","48750","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","236","Soybeans","1983","1983","ha","33137","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","236","Soybeans","1984","1984","ha","47614","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","236","Soybeans","1985","1985","ha","60518","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","236","Soybeans","1986","1986","ha","72518","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","236","Soybeans","1987","1987","ha","60500","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","236","Soybeans","1988","1988","ha","75483","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","236","Soybeans","1989","1989","ha","129366","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","236","Soybeans","1990","1990","ha","143372","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","236","Soybeans","1991","1991","ha","193289","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","236","Soybeans","1992","1992","ha","221931","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","236","Soybeans","1993","1993","ha","213674","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","236","Soybeans","1994","1994","ha","316689","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","236","Soybeans","1995","1995","ha","428326","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","236","Soybeans","1996","1996","ha","463243","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","236","Soybeans","1997","1997","ha","527050","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","236","Soybeans","1998","1998","ha","588667","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","236","Soybeans","1999","1999","ha","627870","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","236","Soybeans","2000","2000","ha","616964","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","236","Soybeans","2001","2001","ha","615292","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","236","Soybeans","2002","2002","ha","637124","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","236","Soybeans","2003","2003","ha","684213","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","236","Soybeans","2004","2004","ha","803990","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","236","Soybeans","2005","2005","ha","941068","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","236","Soybeans","2006","2006","ha","950118","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","236","Soybeans","2007","2007","ha","958279","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","236","Soybeans","2008","2008","ha","785793","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","236","Soybeans","2009","2009","ha","902218","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","236","Soybeans","2010","2010","ha","1086769","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","236","Soybeans","2011","2011","ha","1177541","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","236","Soybeans","2012","2012","ha","1292826","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","236","Soybeans","2013","2013","ha","1222855","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","236","Soybeans","2014","2014","ha","1282455","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","236","Soybeans","2015","2015","ha","1322992","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","236","Soybeans","2016","2016","ha","1336042","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","236","Soybeans","2017","2017","ha","1263702","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","236","Soybeans","2018","2018","ha","1362925","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","236","Soybeans","2019","2019","ha","1387973","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","236","Soybeans","1966","1966","tonnes","25","F","FAO estimate"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","236","Soybeans","1967","1967","tonnes","300","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","236","Soybeans","1968","1968","tonnes","400","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","236","Soybeans","1969","1969","tonnes","1200","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","236","Soybeans","1970","1970","tonnes","1500","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","236","Soybeans","1971","1971","tonnes","1200","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","236","Soybeans","1972","1972","tonnes","1200","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","236","Soybeans","1973","1973","tonnes","3400","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","236","Soybeans","1974","1974","tonnes","8000","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","236","Soybeans","1975","1975","tonnes","11930","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","236","Soybeans","1976","1976","tonnes","15370","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","236","Soybeans","1977","1977","tonnes","11255","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","236","Soybeans","1978","1978","tonnes","26225","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","236","Soybeans","1979","1979","tonnes","40805","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","236","Soybeans","1980","1980","tonnes","47595","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","236","Soybeans","1981","1981","tonnes","57980","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","236","Soybeans","1982","1982","tonnes","86305","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","236","Soybeans","1983","1983","tonnes","51852","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","236","Soybeans","1984","1984","tonnes","77860","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","236","Soybeans","1985","1985","tonnes","83264","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","236","Soybeans","1986","1986","tonnes","149779","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","236","Soybeans","1987","1987","tonnes","121560","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","236","Soybeans","1988","1988","tonnes","151100","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","236","Soybeans","1989","1989","tonnes","260249","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","236","Soybeans","1990","1990","tonnes","232743","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","236","Soybeans","1991","1991","tonnes","393618","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","236","Soybeans","1992","1992","tonnes","342463","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","236","Soybeans","1993","1993","tonnes","491451","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","236","Soybeans","1994","1994","tonnes","708968","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","236","Soybeans","1995","1995","tonnes","870074","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","236","Soybeans","1996","1996","tonnes","867488","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","236","Soybeans","1997","1997","tonnes","994557","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","236","Soybeans","1998","1998","tonnes","1120286","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","236","Soybeans","1999","1999","tonnes","967625","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","236","Soybeans","2000","2000","tonnes","1197251","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","236","Soybeans","2001","2001","tonnes","1152270","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","236","Soybeans","2002","2002","tonnes","1246495","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","236","Soybeans","2003","2003","tonnes","1586031","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","236","Soybeans","2004","2004","tonnes","1585846","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","236","Soybeans","2005","2005","tonnes","1693087","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","236","Soybeans","2006","2006","tonnes","1618966","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","236","Soybeans","2007","2007","tonnes","1595947","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","236","Soybeans","2008","2008","tonnes","1259676","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","236","Soybeans","2009","2009","tonnes","1892619","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","236","Soybeans","2010","2010","tonnes","1693048","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","236","Soybeans","2011","2011","tonnes","1861038","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","236","Soybeans","2012","2012","tonnes","2661910","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","236","Soybeans","2013","2013","tonnes","2826726","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","236","Soybeans","2014","2014","tonnes","2814321","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","236","Soybeans","2015","2015","tonnes","3105938","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","236","Soybeans","2016","2016","tonnes","3203992","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","236","Soybeans","2017","2017","tonnes","2671046","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","236","Soybeans","2018","2018","tonnes","2942131","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5510","Production","236","Soybeans","2019","2019","tonnes","2990845","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","15","Wheat","1961","1961","ha","80000","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","15","Wheat","1962","1962","ha","80000","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","15","Wheat","1963","1963","ha","106000","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","15","Wheat","1964","1964","ha","109000","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","15","Wheat","1965","1965","ha","63000","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","15","Wheat","1966","1966","ha","74545","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","15","Wheat","1967","1967","ha","45000","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","15","Wheat","1968","1968","ha","75000","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","15","Wheat","1969","1969","ha","76500","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","15","Wheat","1970","1970","ha","63130","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","15","Wheat","1971","1971","ha","59910","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","15","Wheat","1972","1972","ha","64310","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","15","Wheat","1973","1973","ha","68860","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","15","Wheat","1974","1974","ha","73575","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","15","Wheat","1975","1975","ha","76860","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","15","Wheat","1976","1976","ha","80815","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","15","Wheat","1977","1977","ha","85165","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","15","Wheat","1978","1978","ha","87655","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","15","Wheat","1979","1979","ha","98070","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","15","Wheat","1980","1980","ha","100370","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","15","Wheat","1981","1981","ha","95955","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","15","Wheat","1982","1982","ha","96422","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","15","Wheat","1983","1983","ha","75507","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","15","Wheat","1984","1984","ha","98907","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","15","Wheat","1985","1985","ha","100242","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","15","Wheat","1986","1986","ha","106250","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","15","Wheat","1987","1987","ha","94880","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","15","Wheat","1988","1988","ha","81680","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","15","Wheat","1989","1989","ha","87326","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","15","Wheat","1990","1990","ha","84072","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","15","Wheat","1991","1991","ha","116426","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","15","Wheat","1992","1992","ha","118350","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","15","Wheat","1993","1993","ha","140626","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","15","Wheat","1994","1994","ha","109491","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","15","Wheat","1995","1995","ha","126012","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","15","Wheat","1996","1996","ha","131929","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","15","Wheat","1997","1997","ha","158396","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","15","Wheat","1998","1998","ha","194004","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","15","Wheat","1999","1999","ha","172892","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","15","Wheat","2000","2000","ha","119538","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","15","Wheat","2001","2001","ha","113916","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","15","Wheat","2002","2002","ha","134579","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","15","Wheat","2003","2003","ha","114324","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","15","Wheat","2004","2004","ha","108797","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","15","Wheat","2005","2005","ha","122149","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","15","Wheat","2006","2006","ha","129290","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","15","Wheat","2007","2007","ha","181428","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","15","Wheat","2008","2008","ha","154658","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","15","Wheat","2009","2009","ha","156670","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","15","Wheat","2010","2010","ha","173412","","Official data"
"QCL","Crops and livestock products","19","Bolivia (Plurinational State of)","5312","Area harvested","15","Wheat","2011","2011","ha","187985","","Official data"
